smiles,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]OC([H])([H])C1([H])N([H])C(=O)N([H])C1([H])[H],0.25220255,0.26038611,0.00257664,0.00300221,0.24817207,0.26856618,0.0013106,0.01819867,0.24705101,0.26038367,0.0016,0.0024
[H]OC([H])([H])C1([H])OC(=O)N([H])C1([H])[H],0.26546032,0.26764023,0.00111882,0.00023077,0.2587801,0.27989602,0.00041219,0.00404524,0.25766789,0.26642893,0.0006,0.0004
[H]N=C1OC([H])([H])C([H])(C([H])([H])O[H])C1([H])[H],0.2501991,0.27101024,0.00930501,0.00189989,0.24175774,0.28234108,0.00920253,0.11513996,0.24319601,0.26830315,0.007,0.0008
[H]N=C1OC([H])([H])C([H])(C([H])([H])O[H])O1,0.27543346,0.28389227,0.01330504,0.00743115,0.27275763,0.28549483,0.00859577,0.01540887,0.27325328,0.27555379,0.0112,0.0101
[H]OC([H])([H])C1([H])C([H])([H])OC(=O)C1([H])[H],0.21954287,0.27245561,0.00070149,0.00138696,0.21341452,0.28202534,0.00118337,0.00240128,0.21382962,0.2696739,0.0007,0.0006
[H]OC([H])([H])C1([H])N([H])C(=O)OC1([H])[H],0.26285748,0.27587224,0.00296102,0.00015778,0.25591536,0.28060048,0.00118538,0.03113882,0.25533431,0.27292989,0.0014,0.0001
[H]OC([H])([H])C1([H])OC(=O)OC1([H])[H],0.27213801,0.28810039,0.00007975,0.0045505,0.26191289,0.29194806,0.00004101,0.00707475,0.26142,0.28633237,0,0.0033
[H]N=C1OC([H])(C([H])([H])O[H])OC1([H])[H],0.25124591,0.26690955,0.00923007,0.02231389,0.24208515,0.25468271,0.00896371,0.03595548,0.24361863,0.26734767,0.0071,0.0181
[H]OC([H])([H])C1([H])OC(=O)C([H])([H])O1,0.22258225,0.26772522,0.00043549,0.05441364,0.21569239,0.2417491,0.00090607,0.03558881,0.21633225,0.26372418,0.0005,0.0398
[H]OC([H])([H])C1([H])C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],0.2554254,0.26675905,0.12733253,0.031208,0.24394062,0.26417061,0.21780723,0.10558518,0.24370315,0.2571975,0.2515,0.0561
[H]OC([H])([H])C1([H])OC([H])([H])C(C([H])([H])[H])=C1[H],0.23518067,0.26169739,0.11046746,0.00896077,0.22120091,0.25754551,0.11303716,0.01314912,0.23632756,0.26062622,0.1992,0.0069
[H]OC([H])([H])C1([H])N=C(C([H])([H])[H])OC1([H])[H],0.25128807,0.25497201,0.01717053,0.13946752,0.24317727,0.24679448,0.00563175,0.10741067,0.24608818,0.25370999,0.0071,0.158
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0.26218404,0.26631644,0.10347588,0.31080982,0.25291952,0.26941105,0.38339786,0.0249878,0.24867166,0.25560626,0.3672,0.02
[H]C([H])([H])C1=NC([H])(C([H])([H])C([H])([H])[H])C([H])([H])O1,0.24838535,0.25587074,0.00548637,0.1539795,0.23963902,0.25552324,0.00545719,0.17401431,0.2426558,0.25535636,0.0043,0.1741
[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])C([H])([H])C([H])([H])[H],0.23445877,0.25857028,0.11303578,0.01344498,0.22315896,0.26937412,0.12219572,0.02722774,0.23665831,0.25819709,0.2104,0.0096
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])OC([H])([H])[H],0.24976544,0.26916674,0.01461806,0.19420824,0.23594435,0.25784739,0.0081023,0.38765276,0.25264794,0.25684471,0.2558,0.1199
[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])OC([H])([H])[H],0.25013261,0.27098202,0.05792633,0.05623653,0.23726012,0.24599972,0.05304239,0.03983117,0.25344907,0.26787318,0.2242,0.1171
[H]OC([H])([H])C1([H])N=C(N([H])[H])OC1([H])[H],0.24443008,0.26167127,0.00529981,0.20888854,0.25547248,0.26356091,0.06287442,0.11369851,0.24358188,0.25983978,0.0069,0.1857
[H]OC([H])([H])C1([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],0.26776395,0.26939078,0.00086291,0.03429311,0.28105387,0.28310296,0.00057367,0.02727096,0.26508758,0.28036795,0.0003,0.0286
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26496276,0.3163374,0.00041858,0.01653725,0.2782168,0.30513183,0.00107309,0.00495017,0.26248941,0.31215612,0.0001,0.0119
[H]OC([H])([H])C1([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.26681452,0.28161022,0.01079688,0.01944199,0.27753064,0.29271633,0.00867073,0.03624824,0.27645783,0.28606777,0.004,0.0112
[H]OC([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.27431473,0.28864796,0.03431534,0.00220469,0.28503793,0.29893262,0.02100218,0.01163177,0.28231199,0.28947444,0.0166,0.0097
[H]OC([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])O1,0.27442638,0.28909082,0.00730963,0.00417784,0.28517936,0.3006419,0.00789077,0.01133138,0.27800497,0.29234456,0.0062,0.0085
[H]OC([H])([H])C1([H])OC([H])(C([H])([H])[H])OC1([H])[H],0.28244467,0.28977857,0.00338445,0.01325178,0.29388033,0.29678109,0.00288027,0.0059945,0.2821209,0.29720282,0.0013,0.0112
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.25915385,0.2832851,0.01543764,0.01492862,0.27260769,0.29086762,0.01265728,0.01895627,0.27058896,0.29182272,0.0144,0.0138
[H]OC1([H])C([H])([H])OC([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.25871344,0.27218075,0.01737382,0.00378106,0.26812741,0.28484523,0.01576495,0.00188781,0.26564985,0.27420877,0.0127,0.0061
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.3224697,0.32909014,0.00454743,0.00633046,0.32880193,0.3301875,0.0000618,0.00877435,0.32012337,0.32167419,0.0031,0.0046
[H]C([H])([H])C([H])([H])C1([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.26666317,0.29359434,0.03586731,0.051238,0.2823047,0.30482479,0.02494231,0.06858761,0.28005558,0.30577644,0.0288,0.0576
[H]OC1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.2651347,0.31424085,0.00529167,0.03732817,0.27785223,0.30961885,0.00478023,0.01889889,0.2653779,0.31498949,0.0032,0.0289
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],0.25958815,0.28563248,0.01942387,0.00686766,0.27293712,0.28825962,0.0165476,0.01040495,0.27035009,0.29329637,0.0181,0.0095
[H]C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])C([H])([H])[H])O1,0.28277393,0.29333556,0.03466969,0.02554834,0.29441035,0.30798668,0.03466055,0.02549178,0.28984928,0.30298716,0.0334,0.0142
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C([H])(C([H])([H])[H])O1,0.27984139,0.29224971,0.03569477,0.03107815,0.29091285,0.30308755,0.03390325,0.03311923,0.28791626,0.30003619,0.035,0.0281
[H]C([H])([H])OC1([H])OC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.28779152,0.29821876,0.00775173,0.02971609,0.29654355,0.30654071,0.00714989,0.02478992,0.2969566,0.303509,0.0053,0.0308
[H]OC1([H])C([H])([H])OC([H])(OC([H])([H])[H])C1([H])[H],0.26146856,0.29176747,0.00520412,0.00964397,0.27299055,0.29605323,0.00394992,0.00436783,0.26156332,0.29766586,0.004,0.0071
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.26965809,0.29642423,0.02467547,0.01936566,0.27897773,0.30068374,0.02129251,0.01193482,0.27793515,0.30321501,0.0234,0.0125
[H]C([H])([H])OC1([H])OC([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.28292732,0.29670236,0.01470526,0.01510788,0.29377163,0.30418661,0.01034263,0.00755014,0.2940828,0.3023514,0.0132,0.0141
[H]OC1([H])C([H])([H])C([H])([H])C([H])(OC([H])([H])[H])C1([H])[H],0.26520481,0.26805284,0.00362049,0.0262029,0.27442607,0.27812904,0.01172023,0.01201971,0.26542935,0.27550234,0.003,0.0237
[H]C([H])([H])OC1([H])C([H])([H])OC([H])(C([H])([H])[H])C1([H])[H],0.26158157,0.27635096,0.02776897,0.02348982,0.27057949,0.28750443,0.0278024,0.0204103,0.27108875,0.28407964,0.0258,0.0236
[H]OC([H])([H])C1([H])OC([H])([H])C([H])(O[H])C1([H])[H],0.26249058,0.27394137,0.01486387,0.0039179,0.26693485,0.28369154,0.01164972,0.00191333,0.26752774,0.2750099,0.0104,0.0042
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C([H])(O[H])C1([H])[H],0.26409444,0.26605485,0.00122575,0.00458658,0.27689506,0.27799379,0.00224298,0.0007089,0.2614788,0.26625621,0.0004,0.0026
[H]N=C(C#N)N([H])C1([H])C([H])([H])C1([H])[H],0.20853789,0.21599381,0.01795243,0.19162614,0.19317215,0.20379793,0.00772512,0.12411729,0.20074319,0.21195908,0.0061,0.1485
[H]C#CC(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.14910074,0.21564468,0.00117357,0.00226247,0.14002853,0.18573295,0.00117107,0.00229302,0.14560818,0.18753548,0.001,0.0009
[H]C([H])(C(=O)C#N)C1([H])C([H])([H])C1([H])[H],0.15185951,0.24216616,0.00203069,0.03283079,0.14243448,0.19920636,0.00223246,0.01285936,0.14664818,0.21837552,0.0017,0.012
[H]C#CC(=O)C([H])([H])C1([H])N([H])C1([H])[H],0.14941917,0.21346872,0.00081489,0.0021634,0.13963344,0.16498591,0.00074374,0.00024964,0.1457221,0.18795075,0.0007,0.0005
[H]N1C([H])([H])C1([H])C([H])([H])C(=O)C#N,0.15152561,0.20217138,0.00161495,0.00129897,0.13934343,0.15212039,0.00137427,0.00011961,0.14608592,0.18620883,0.0013,0.0005
[H]C#CC(=O)C([H])([H])C1([H])OC1([H])[H],0.15386294,0.21756161,0.0000556,0.00000335,0.14535225,0.18528698,0.00002513,0.00060087,0.15005485,0.18903485,0.0001,0
[H]C1([H])OC1([H])C([H])([H])C(=O)C#N,0.15621944,0.22851735,0.000263,0.00214423,0.14746011,0.17585302,0.00016063,0.00120643,0.15071633,0.21571487,0.0002,0.001
[H]C#CC(=O)C([H])([H])N1C([H])([H])C1([H])[H],0.14984968,0.19974779,0.00023528,0.00419435,0.14120104,0.15953203,0.00018853,0.00296381,0.14628804,0.17996512,0.0002,0.0015
[H]C([H])(C(=O)C#N)N1C([H])([H])C1([H])[H],0.15210926,0.19091492,0.00057174,0.00311733,0.14301091,0.14981558,0.00073074,0.00232445,0.14712225,0.1745005,0.0004,0.003
[H]C#CC(=O)N([H])C1([H])C([H])([H])C1([H])[H],0.18746929,0.23108603,0.00153886,0.23272421,0.17623186,0.21784438,0.00123855,0.06562182,0.182578,0.21747148,0.0009,0.0027
[H]C#CC(=O)OC1([H])C([H])([H])C1([H])[H],0.19492751,0.24053881,0.00045153,0.05077462,0.18077254,0.21265636,0.00046998,0.01247363,0.18429419,0.21455726,0.0001,0.0018
[H]C1([H])C([H])([H])C1([H])OC(=O)C#N,0.20041042,0.24397864,0.00056342,0.20479607,0.18857953,0.21868612,0.00089784,0.12370266,0.19234597,0.23620261,0.0004,0.1421
[H]N=C(C([H])=O)N([H])C1([H])C([H])([H])C1([H])[H],0.14267249,0.17635854,0.00083739,0.07762243,0.13353265,0.15555349,0.00069162,0.04293705,0.13773647,0.16987743,0.0007,0.0541
[H]C(=O)C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.10666289,0.1692646,0.00058099,0.00099674,0.09542788,0.15804786,0.00041789,0.00186712,0.1021227,0.16328093,0.0005,0.0009
[H]C(=O)C(=O)C([H])([H])C1([H])N([H])C1([H])[H],0.10684874,0.1693146,0.00033553,0.00097955,0.0944619,0.12704126,0.00009235,0.00043879,0.1021521,0.16305676,0.0003,0.0009
[H]C(=O)C(=O)C([H])([H])C1([H])OC1([H])[H],0.1091536,0.17206728,0.00013192,0.00006806,0.09810662,0.15766894,0.00003403,0.00160639,0.10425784,0.16585706,0.0001,0.0001
[H]C(=O)C(=O)C([H])([H])N1C([H])([H])C1([H])[H],0.10797634,0.17005823,0.00056651,0.00143449,0.09614904,0.13074823,0.00057295,0.00604324,0.10292384,0.15971624,0.0005,0.0059
[H]C(=O)C(=O)N([H])C1([H])C([H])([H])C1([H])[H],0.12933092,0.19057776,0.00011156,0.00033428,0.1196309,0.15898582,0.0000017,0.09172177,0.12548425,0.17518403,0.0001,0.1039
[H]C(=O)C(=O)OC1([H])C([H])([H])C1([H])[H],0.13144016,0.19573315,0.00012415,0.0015566,0.12034926,0.18156002,0.0000507,0.01140477,0.12507633,0.18914143,0.0001,0.0014
[H]N([H])C(C#N)=NC1([H])C([H])([H])C1([H])[H],0.20128615,0.22098486,0.06758105,0.37891087,0.18568525,0.20536103,0.04840267,0.34743466,0.19150441,0.2096108,0.0564,0.3738
[H]C(=O)C(=NC1([H])C([H])([H])C1([H])[H])N([H])[H],0.14926826,0.18050937,0.00135051,0.17787741,0.14007811,0.16291605,0.00323296,0.15356999,0.14482174,0.1728431,0.0016,0.1811
[H]C#CC([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.27095445,0.28239625,0.00014254,0.00547888,0.25013521,0.26069011,0.00004002,0.00506393,0.24323276,0.25229882,0,0.0031
[H]C([H])([H])C([H])(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.30912647,0.31557468,0.00620533,0.00038156,0.28577089,0.29796329,0.00014082,0.01301353,0.28196287,0.29331107,0.0001,0.0075
[H]N1C([H])([H])C1([H])C([H])([H])C([H])(C#N)C([H])([H])[H],0.2603569,0.29346775,0.01637042,0.02890973,0.26186708,0.27431218,0.00861607,0.01181125,0.25813094,0.28174973,0.0127,0.001
[H]C#CC([H])(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.271276,0.28283163,0.00004602,0.00479216,0.25012241,0.26075165,0.00008605,0.00481872,0.24337608,0.25247889,0,0.0035
[H]C([H])([H])C([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.29565106,0.29818834,0.00778615,0.02295094,0.28575946,0.29249594,0.00020733,0.00122926,0.2820768,0.29375206,0.0001,0.0062
[H]C#CC([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.26626092,0.27131013,0.04992767,0.00043344,0.25038141,0.26065575,0.00010538,0.00255232,0.24346428,0.25258546,0,0.0022
[H]C([H])([H])C([H])(C#N)C([H])([H])N1C([H])([H])C1([H])[H],0.26897296,0.28238809,0.04525827,0.03666014,0.26810532,0.26939198,0.01955163,0.00231427,0.27604623,0.28170563,0.0258,0.0073
[H]N(C([H])(C#N)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.23535612,0.24700427,0.01270827,0.00960598,0.22572277,0.24131133,0.00426284,0.00606797,0.23390946,0.24451164,0.008,0.0094
[H]C#CC([H])(OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.25792961,0.26577249,0.01073232,0.00516567,0.23925351,0.25145468,0.00181412,0.00414074,0.23495681,0.25004608,0.0004,0.004
[H]C([H])([H])C([H])(C#N)OC1([H])C([H])([H])C1([H])[H],0.27906652,0.28920182,0.00681214,0.00512979,0.25899422,0.27502965,0.00029701,0.00442518,0.27291519,0.2780895,0.0004,0.0017
[H]N([H])C([H])(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.25621356,0.29507243,0.02804027,0.00432105,0.25411448,0.26482131,0.02260455,0.00338488,0.25203422,0.2753039,0.0244,0.0005
[H]N([H])C([H])(C#N)C([H])([H])C1([H])N([H])C1([H])[H],0.25789056,0.25980793,0.01936195,0.0267717,0.25354236,0.25668442,0.02708469,0.00939262,0.25494477,0.2558929,0.035,0.0043
[H]N([H])C([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.25138628,0.28820879,0.02430295,0.00692564,0.2418984,0.2705892,0.00907703,0.02103074,0.24454839,0.278016,0.0184,0.0024
[H]N([H])C([H])(C#N)C([H])([H])N1C([H])([H])C1([H])[H],0.25174961,0.26723987,0.01503708,0.03409639,0.2411499,0.26164121,0.0023338,0.01348378,0.24591546,0.26974005,0.0116,0.0245
[H]C#CC([H])(O[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.26100355,0.26994892,0.00201114,0.0139238,0.23976427,0.25543662,0.00013937,0.00397623,0.23412628,0.24897668,0.0001,0.0029
[H]OC([H])(C#N)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.27430349,0.30354498,0.00954023,0.00688057,0.26450759,0.2788262,0.00138829,0.00456523,0.26767474,0.27607563,0.0024,0.0055
[H]C#CC([H])(O[H])C([H])([H])C1([H])N([H])C1([H])[H],0.25827447,0.26151028,0.0125097,0.00279037,0.23895747,0.24997639,0.00065455,0.00848578,0.23374776,0.24912735,0,0.0043
[H]OC([H])(C#N)C([H])([H])C1([H])N([H])C1([H])[H],0.25900859,0.27782843,0.01637572,0.00747961,0.24438826,0.26506994,0.01178031,0.00583583,0.25651764,0.26795036,0.0127,0.0026
[H]C#CC([H])(O[H])C([H])([H])C1([H])OC1([H])[H],0.26068852,0.27335707,0.0011075,0.01659504,0.23871549,0.25591216,0.00020163,0.0059595,0.23328839,0.24906488,0,0.0042
[H]OC([H])(C#N)C([H])([H])C1([H])OC1([H])[H],0.27734201,0.29411165,0.00988677,0.00819279,0.26518058,0.27190052,0.0012255,0.00177952,0.26745057,0.27822547,0.0015,0.0077
[H]C#CC([H])(O[H])C([H])([H])N1C([H])([H])C1([H])[H],0.26002043,0.26282813,0.02347561,0.02575938,0.23950258,0.24449417,0.00143357,0.00923515,0.23469222,0.24938827,0,0.0027
[H]OC([H])(C#N)C([H])([H])N1C([H])([H])C1([H])[H],0.25978096,0.27412323,0.03804609,0.02629039,0.24108034,0.25843475,0.01232116,0.00338837,0.26053802,0.27017737,0.0121,0.0131
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.16142088,0.28081608,0.00031717,0.04650287,0.1557099,0.2496176,0.00035107,0.02142066,0.1564088,0.27808215,0.0002,0.0465
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.16112032,0.28153204,0.0003141,0.05286032,0.15537299,0.23806247,0.00036226,0.00274436,0.15601191,0.28283016,0.0002,0.0003
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.1596274,0.24863747,0.00019622,0.00112184,0.15382719,0.20207422,0.00020793,0.00044753,0.15469996,0.23974892,0.0001,0.0012
[H]C(=O)C([H])(OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.16081987,0.23513406,0.00009408,0.00653791,0.1563086,0.20299077,0.00003786,0.00417122,0.15598251,0.22676539,0.0001,0.0061
[H]C(=O)N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.21572393,0.25140616,0.00148839,0.26359511,0.21300417,0.26144945,0.00138856,0.20262308,0.21144459,0.25562463,0.0013,0.219
[H]C(=O)N(C([H])([H])[H])C([H])([H])C1([H])N([H])C1([H])[H],0.21509572,0.25029624,0.00073557,0.29219456,0.21252475,0.25868757,0.00090171,0.21684716,0.21073166,0.2544707,0.0008,0.2457
[H]C(=O)N(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.2151427,0.2517107,0.00083022,0.29223382,0.21272325,0.26051265,0.0010107,0.23115341,0.21072063,0.25540781,0.0009,0.245
[H]OC([H])(C([H])=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.17066369,0.23580511,0.00040639,0.05118831,0.16600253,0.20223475,0.00063469,0.03578797,0.16610695,0.2259275,0.0003,0.0425
[H]OC([H])(C([H])=O)C([H])([H])C1([H])N([H])C1([H])[H],0.17081908,0.23772548,0.00042978,0.04245665,0.16624282,0.18821346,0.00048725,0.00421971,0.16617677,0.22651549,0.0003,0.0337
[H]OC([H])(C([H])=O)C([H])([H])C1([H])OC1([H])[H],0.17112644,0.24067442,0.00047571,0.05324852,0.16653757,0.20653544,0.00055427,0.03257083,0.16650384,0.23018307,0.0003,0.0436
[H]OC([H])(C([H])=O)C([H])([H])N1C([H])([H])C1([H])[H],0.16866315,0.23778658,0.00012465,0.03435283,0.16266225,0.19489346,0.0004501,0.00901126,0.16390567,0.2230978,0.0001,0.016
[H]C([H])([H])N=C(OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.22769052,0.26328963,0.00022028,0.25140098,0.217449,0.25858703,0.00015355,0.23174407,0.22110599,0.26180587,0.0001,0.2417
[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.17054286,0.25030903,0.00002291,0.01289127,0.1665228,0.25190991,0.00001874,0.00664639,0.16683459,0.26338242,0,0.0093
[H]N1C([H])([H])C1([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.16655883,0.24979983,0.0005893,0.00732263,0.16171817,0.21478728,0.00060167,0.00394813,0.16303471,0.24468803,0.0004,0.0063
[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C1([H])OC1([H])[H],0.16740096,0.26770441,0.00091722,0.02136464,0.16295989,0.24280833,0.00089894,0.00938456,0.16400489,0.27193398,0.0007,0.0142
[H]C([H])(C(=O)C([H])([H])C([H])([H])[H])N1C([H])([H])C1([H])[H],0.15833162,0.22253381,0.00038396,0.00065168,0.15383699,0.19163736,0.000377,0.00012665,0.15562972,0.21283739,0.0003,0.0003
[H]N(C(=O)C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.2169499,0.23999494,0.00055101,0.00505144,0.21383942,0.25081693,0.00081763,0.01227006,0.21449111,0.24044716,0.0005,0.004
[H]C([H])([H])C([H])([H])C(=O)OC1([H])C([H])([H])C1([H])[H],0.22405037,0.2808902,0.00114721,0.17970487,0.21837634,0.26918309,0.00142877,0.12000326,0.21870626,0.2804635,0.001,0.1316
[H]N(C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.21685748,0.25846226,0.00033405,0.01137634,0.21367663,0.27021629,0.00068654,0.05343578,0.21456829,0.26186099,0.0003,0.0067
[H]N(C(=O)C([H])([H])C1([H])N([H])C1([H])[H])C([H])([H])[H],0.21686132,0.25925059,0.00032081,0.02023176,0.21362763,0.26412751,0.00068463,0.00634727,0.21456829,0.26258128,0.0003,0.0025
[H]N(C(=O)C([H])([H])C1([H])OC1([H])[H])C([H])([H])[H],0.21527968,0.25949749,0.00161423,0.13011239,0.21129108,0.26630568,0.00188846,0.11977671,0.2126169,0.26426072,0.0012,0.1004
[H]N(C(=O)C([H])([H])N1C([H])([H])C1([H])[H])C([H])([H])[H],0.21895822,0.26383526,0.00073454,0.06782552,0.21553546,0.26542911,0.00107276,0.00184461,0.21638738,0.26827743,0.0006,0.0328
[H]N(C(=O)N([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.24139533,0.24977133,0.00057817,0.00119549,0.24627203,0.25528971,0.00055267,0.00258717,0.23928588,0.24588606,0.0008,0.0006
[H]N(C(=O)OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.26480387,0.27116751,0.00008961,0.00034056,0.26511733,0.28198901,0.00029681,0.00476196,0.26252983,0.26472009,0.0004,0.0001
[H]C([H])([H])OC(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.22467732,0.29506877,0.00083122,0.02104828,0.21901289,0.27625503,0.00116874,0.00858291,0.21947432,0.29381086,0.0008,0.0182
[H]N1C([H])([H])C1([H])C([H])([H])C(=O)OC([H])([H])[H],0.22027158,0.26437114,0.00321784,0.0047248,0.21257459,0.23200136,0.00397766,0.00059949,0.2151085,0.25780387,0.0029,0.0033
[H]C([H])([H])OC(=O)C([H])([H])C1([H])OC1([H])[H],0.22517515,0.292265,0.00085599,0.00892189,0.21963603,0.25910943,0.00123414,0.00663504,0.22004761,0.29068349,0.0008,0.0079
[H]C([H])([H])OC(=O)C([H])([H])N1C([H])([H])C1([H])[H],0.22349462,0.25088371,0.00137045,0.0306476,0.21537197,0.22436173,0.00517511,0.00497921,0.21813665,0.24280647,0.0012,0.0123
[H]N(C(=O)OC([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.26383238,0.27326015,0.00936272,0.01068818,0.25697224,0.28679436,0.00385386,0.19595322,0.25758705,0.27335986,0.0041,0.0079
[H]N([H])C([H])([H])C(=O)OC1([H])C([H])([H])C1([H])[H],0.22485999,0.26097817,0.00123768,0.00903872,0.21386647,0.23381209,0.00187726,0.00013329,0.21850046,0.25421346,0.0011,0.0049
[H]OC([H])([H])C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.17577496,0.24642481,0.00039668,0.02415202,0.17132643,0.20974835,0.0004409,0.01832784,0.17288353,0.23740432,0.0003,0.0212
[H]OC([H])([H])C(=O)C([H])([H])C1([H])N([H])C1([H])[H],0.1745089,0.23609216,0.00113575,0.00138102,0.17024811,0.19292547,0.00112066,0.00006728,0.17209342,0.22545711,0.001,0.0005
[H]OC([H])([H])C(=O)C([H])([H])C1([H])OC1([H])[H],0.17738523,0.24769495,0.00023128,0.04314461,0.17378764,0.21195111,0.00043217,0.03352758,0.17462177,0.2394586,0.0002,0.0394
[H]OC([H])([H])C(=O)C([H])([H])N1C([H])([H])C1([H])[H],0.15314714,0.22618621,0.00022471,0.00304021,0.14187561,0.19956928,0.00019609,0.00046598,0.14970205,0.22135956,0.0002,0.0004
[H]OC([H])([H])C(=O)N([H])C1([H])C([H])([H])C1([H])[H],0.22951786,0.24529116,0.00049359,0.00276627,0.2266473,0.2455654,0.00100859,0.12807803,0.22692708,0.24505553,0.0006,0.0017
[H]OC([H])([H])C(=O)OC1([H])C([H])([H])C1([H])[H],0.23326609,0.27438068,0.00124565,0.12088514,0.22790867,0.2395484,0.00195953,0.04292649,0.22833826,0.26409168,0.0012,0.0657
[H]C([H])([H])OC(=NC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.23714157,0.26383872,0.00184976,0.00002567,0.22677109,0.25024062,0.00180756,0.41185529,0.22999565,0.25268836,0.0012,0.416
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.26507285,0.30924139,0.00052952,0.00921535,0.27826861,0.31161105,0.00092429,0.00930218,0.26268785,0.30404554,0.0002,0.006
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],0.26599447,0.29469707,0.00055975,0.02977492,0.27922499,0.30545289,0.0012937,0.0035967,0.26357719,0.301135,0.0002,0.0042
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.26151122,0.27096244,0.05462247,0.00764704,0.27113037,0.28034042,0.03693259,0.0037068,0.26957835,0.26980252,0.0079,0.0326
[H]OC([H])([H])C([H])(OC1([H])C([H])([H])C1([H])[H])C([H])([H])[H],0.26904418,0.283679,0.01626998,0.01201899,0.27638569,0.29479655,0.01115835,0.00871613,0.27404707,0.28360924,0.0115,0.0051
